customerid,firstname,lastname,address,priphone,secphone,email,custsince,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,risk
72-9426893,Federica,Minihane,31 Dryden Avenue,588-152-2520,737-243-6983,federicaminihane@google.com,10/12/1998,0_to_200,12,prior_payments_delayed,radio_tv,1854,less_100,4_to_7,2,female,none,3,savings_insurance,47,none,own,1,skilled,1,none,yes,Risk
72-9702964,Bryon,Rohlfing,782 Declaration Lane,921-332-1853,712-217-2099,bryonrohlfing@hotmail.com,12/1/2003,less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,2,real_estate,42,none,rent,1,skilled,1,none,yes,No Risk
73-0238833,Tito,Murcutt,075 Muir Trail,171-708-8783,723-601-2909,titomurcutt@yahoo.com,3/5/2010,no_checking,38,outstanding_credit,radio_tv,6971,unknown,4_to_7,5,male,co-applicant,5,unknown,35,stores,free,2,unskilled,2,yes,yes,Risk
73-0436664,Prescott,Wildt,7920 Shoshone Junction,312-980-5859,664-559-8890,prescottwildt@hotmail.com,10/15/1993,less_0,18,prior_payments_delayed,radio_tv,965,less_100,less_1,2,female,none,1,savings_insurance,45,bank,rent,1,unemployed,1,yes,yes,No Risk
73-2541537,Verney,Cochern,00939 Jackson Avenue,665-910-3831,335-607-6185,verneycochern@yahoo.com,5/23/1995,0_to_200,22,credits_paid_to_date,car_used,5517,500_to_1000,1_to_4,3,female,none,2,savings_insurance,44,none,own,2,skilled,2,yes,yes,No Risk
73-3157356,Bab,Llorens,78009 Fallview Terrace,788-578-5235,344-767-7010,babllorens@google.com,12/25/2006,no_checking,20,credits_paid_to_date,car_new,1061,500_to_1000,greater_7,4,male,none,3,car_other,31,none,own,2,skilled,1,yes,yes,Risk
73-3842337,Nalani,Ansell,2895 Warbler Road,567-614-6569,938-590-8975,nalaniansell@yahoo.com,3/27/2002,no_checking,30,outstanding_credit,vacation,9535,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,31,none,own,2,skilled,1,yes,yes,No Risk
73-4177020,Aleda,Bleackly,2 Tennyson Road,567-261-8932,850-738-5972,aledableackly@outlook.com,6/6/1999,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,real_estate,38,stores,own,1,skilled,1,none,yes,No Risk
73-4233868,Aurore,Reek,466 Delladonna Circle,920-636-6650,409-374-2683,aurorereek@yahoo.com,9/7/2014,no_checking,21,credits_paid_to_date,radio_tv,5422,100_to_500,1_to_4,4,male,guarantor,4,savings_insurance,27,none,free,1,management_self-employed,1,yes,yes,No Risk
73-4368711,Ciel,Diaper,20813 Pennsylvania Center,213-856-8278,217-456-8624,cieldiaper@google.com,9/16/2000,no_checking,24,outstanding_credit,car_used,5064,500_to_1000,4_to_7,4,male,none,2,car_other,41,none,own,2,skilled,1,none,yes,No Risk
73-5520481,Madelena,Murcutt,24 Shoshone Trail,335-198-6414,213-409-6954,madelenamurcutt@yahoo.com,10/5/2013,0_to_200,29,credits_paid_to_date,radio_tv,250,100_to_500,1_to_4,3,male,co-applicant,3,real_estate,21,none,own,1,skilled,1,none,yes,No Risk
73-9262572,Woodie,Bosley,6 Transport Center,847-753-6253,190-374-8158,woodiebosley@google.com,5/17/1984,no_checking,27,prior_payments_delayed,furniture,6459,100_to_500,1_to_4,4,male,guarantor,5,savings_insurance,57,stores,own,1,unskilled,1,yes,yes,No Risk
74-0505622,Kate,Schutte,88 Coleman Park,318-698-5438,179-700-2378,kateschutte@hotmail.com,10/23/2007,less_0,4,credits_paid_to_date,radio_tv,250,less_100,unemployed,1,male,none,1,real_estate,30,stores,rent,1,unskilled,1,none,yes,No Risk
74-1320264,Gilly,Stanbrooke,636 Hollow Ridge Terrace,599-918-9771,354-490-5583,gillystanbrooke@hotmail.com,2/23/1998,0_to_200,16,prior_payments_delayed,radio_tv,3292,less_100,1_to_4,3,male,none,4,savings_insurance,46,stores,own,2,unskilled,1,yes,yes,Risk
74-3187833,Bevin,Tomaselli,2 Transport Park,243-467-1079,866-987-3025,bevintomaselli@google.com,9/4/1993,no_checking,23,prior_payments_delayed,car_used,1272,100_to_500,1_to_4,3,male,none,4,savings_insurance,45,none,free,2,skilled,1,yes,yes,Risk
74-4542734,Dominic,Bissex,50848 Armistice Pass,225-226-8700,989-895-3906,dominicbissex@yahoo.com,8/14/1997,no_checking,28,prior_payments_delayed,appliances,4503,greater_1000,4_to_7,4,male,none,3,savings_insurance,43,none,own,1,management_self-employed,2,none,yes,No Risk
74-5372934,Lesley,Cargill,01 Dorton Center,962-163-4709,286-551-4365,lesleycargill@yahoo.com,3/12/1988,no_checking,47,outstanding_credit,repairs,5857,greater_1000,4_to_7,5,male,co-applicant,4,car_other,56,none,free,2,management_self-employed,1,yes,yes,No Risk
74-7231270,Teriann,Guilloux,940 Nancy Terrace,711-564-0542,468-645-1721,teriannguilloux@outlook.com,9/5/1997,no_checking,41,outstanding_credit,repairs,4336,greater_1000,greater_7,5,male,co-applicant,5,car_other,40,none,free,2,skilled,1,yes,yes,Risk
74-7242398,Carine,Shew,83922 Macpherson Lane,816-539-0497,459-872-9552,carineshew@google.com,3/21/2009,0_to_200,14,credits_paid_to_date,car_new,4364,100_to_500,4_to_7,4,male,none,4,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
74-7314394,Ingaberg,Champness,1551 Little Fleur Trail,231-269-9433,612-589-3899,ingabergchampness@google.com,7/5/2013,no_checking,25,outstanding_credit,furniture,2167,500_to_1000,greater_7,3,male,none,3,savings_insurance,20,none,own,1,skilled,2,none,yes,Risk
74-8104468,Hillard,Frany,7368 Crescent Oaks Parkway,559-965-3164,972-380-8937,hillardfrany@google.com,3/6/2007,greater_200,36,prior_payments_delayed,furniture,5597,500_to_1000,4_to_7,3,male,co-applicant,3,car_other,30,none,own,1,skilled,1,none,yes,Risk
74-9060201,Tamiko,Feavers,36213 Thackeray Parkway,152-492-1705,818-838-3845,tamikofeavers@yahoo.com,4/28/1983,less_0,8,prior_payments_delayed,car_new,988,less_100,1_to_4,2,male,none,2,savings_insurance,59,none,own,2,skilled,2,yes,yes,Risk
75-0871050,Aldridge,Parsley,7430 Schiller Plaza,304-349-1593,884-915-2566,aldridgeparsley@google.com,1/19/1986,less_0,10,all_credits_paid_back,vacation,2649,less_100,less_1,1,female,none,2,car_other,49,none,own,1,skilled,1,none,yes,No Risk
75-1503938,Renaud,Baudinet,848 American Hill,284-832-5718,503-767-2498,renaudbaudinet@google.com,7/20/2014,no_checking,31,prior_payments_delayed,education,6128,greater_1000,4_to_7,3,male,none,3,car_other,21,none,own,2,skilled,1,yes,yes,Risk
75-1743002,Ola,Eliasen,4 Fairview Lane,178-820-6468,658-907-0762,olaeliasen@google.com,8/11/1981,less_0,11,all_credits_paid_back,radio_tv,340,less_100,less_1,2,male,none,1,real_estate,56,none,rent,1,management_self-employed,1,none,yes,No Risk
75-3487894,Chastity,Jansen,8 Forest Dale Terrace,398-546-0465,642-400-4393,chastityjansen@google.com,11/4/1981,less_0,20,credits_paid_to_date,car_new,2419,less_100,less_1,3,female,none,3,car_other,58,bank,rent,1,unemployed,1,none,yes,No Risk
75-4795451,Sophia,Orthmann,0267 Claremont Place,507-992-1103,332-644-0221,sophiaorthmann@yahoo.com,10/20/2001,0_to_200,21,credits_paid_to_date,repairs,3341,less_100,1_to_4,2,female,none,3,car_other,42,stores,own,1,skilled,1,none,yes,Risk
75-5461772,Jasmine,Lackeye,67 Annamark Way,635-786-9706,602-930-2097,jasminelackeye@google.com,8/27/1992,less_0,4,no_credits,car_new,250,100_to_500,less_1,1,male,none,2,real_estate,49,stores,rent,1,skilled,1,none,yes,No Risk
75-5492937,Buiron,Windybank,1 Macpherson Drive,958-306-7961,452-128-7185,buironwindybank@outlook.com,7/15/2015,0_to_200,4,credits_paid_to_date,appliances,552,less_100,less_1,2,female,none,3,real_estate,18,none,rent,1,management_self-employed,1,none,yes,No Risk
75-6402812,Morie,MacNeice,7835 Merchant Plaza,149-712-0983,573-848-3117,moriemacneice@yahoo.com,5/13/2002,less_0,4,credits_paid_to_date,car_new,4345,100_to_500,less_1,2,male,none,3,savings_insurance,39,bank,rent,1,unskilled,1,none,yes,No Risk
75-6648163,Ferd,Cleugh,9 Morrow Plaza,263-659-9563,864-357-6862,ferdcleugh@google.com,2/8/2004,less_0,23,credits_paid_to_date,repairs,1121,less_100,1_to_4,2,male,none,3,savings_insurance,36,bank,rent,1,unemployed,1,yes,yes,No Risk
75-6888702,Torrence,Bloxsome,104 Jenifer Lane,498-662-2034,554-787-5768,torrencebloxsome@google.com,1/20/1981,less_0,12,prior_payments_delayed,car_used,1635,less_100,1_to_4,1,male,none,2,savings_insurance,62,stores,own,1,skilled,1,none,yes,No Risk
75-8013597,Collin,Lodford,6 Forest Run Park,377-763-0456,556-481-0241,collinlodford@google.com,4/2/1988,no_checking,23,prior_payments_delayed,education,5883,greater_1000,greater_7,3,male,none,2,savings_insurance,47,none,free,2,skilled,1,none,yes,Risk
75-8276267,Nancy,Schistl,8985 Jenifer Place,192-268-3617,221-949-0067,nancyschistl@outlook.com,4/22/2003,less_0,28,outstanding_credit,furniture,4742,100_to_500,greater_7,4,male,none,2,car_other,33,none,own,2,skilled,1,yes,yes,No Risk
76-1105465,Neil,Guye,24751 Commercial Avenue,245-224-7496,682-113-2735,neilguye@hotmail.com,2/24/2003,less_0,21,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,1,savings_insurance,39,stores,rent,2,skilled,1,none,yes,No Risk
76-1416093,Willa,Emberton,0 Division Plaza,222-900-5831,652-462-5314,willaemberton@outlook.com,5/6/2002,less_0,21,credits_paid_to_date,furniture,1008,less_100,less_1,2,female,none,1,savings_insurance,42,stores,rent,1,skilled,1,none,yes,Risk
76-1857856,Cleve,Tatem,4565 Marcy Terrace,779-894-1898,549-935-9459,clevetatem@hotmail.com,1/18/1992,no_checking,29,outstanding_credit,appliances,5417,500_to_1000,greater_7,5,male,co-applicant,5,unknown,42,none,free,2,skilled,1,yes,yes,Risk
76-1988842,Frans,Gerrietz,4053 Tennyson Parkway,344-312-5880,861-749-6053,fransgerrietz@google.com,10/22/1998,no_checking,30,outstanding_credit,furniture,5161,500_to_1000,greater_7,4,male,none,5,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk
76-4913740,Alair,Peery,9737 Rigney Junction,748-360-0498,827-728-0797,alairpeery@yahoo.com,6/15/1998,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,co-applicant,1,savings_insurance,41,stores,free,1,skilled,1,none,yes,No Risk
76-5938368,Susan,Coolson,9 Columbus Avenue,995-268-8174,680-863-4610,susancoolson@yahoo.com,6/19/2008,less_0,4,credits_paid_to_date,car_used,2413,less_100,1_to_4,3,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk
76-7060952,Bobinette,Rhule,6451 Buhler Plaza,416-368-9361,813-531-9172,bobinetterhule@yahoo.com,11/25/2002,no_checking,14,outstanding_credit,car_used,4352,100_to_500,4_to_7,2,male,none,3,car_other,31,none,free,2,skilled,1,yes,yes,Risk
76-7248511,Chrisse,Levee,75538 Kinsman Way,811-270-9668,172-420-3735,chrisselevee@outlook.com,7/23/2001,0_to_200,14,prior_payments_delayed,car_new,250,100_to_500,less_1,2,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk
76-7963333,Waylen,Cardwell,35 Pierstorff Center,956-136-8443,946-802-0353,waylencardwell@google.com,11/13/2010,0_to_200,15,credits_paid_to_date,car_new,2816,500_to_1000,1_to_4,3,male,none,4,car_other,23,none,rent,2,skilled,1,none,yes,Risk
77-1314165,Erika,Grierson,84670 Lien Junction,857-614-7365,311-424-1772,erikagrierson@yahoo.com,4/10/2005,no_checking,42,prior_payments_delayed,furniture,6283,unknown,greater_7,4,male,co-applicant,4,unknown,31,none,own,3,skilled,2,yes,yes,Risk
77-1653300,Ferdinand,Drew-Clifton,23822 Trailsway Circle,956-305-1885,542-755-1914,ferdinanddrew-clifton@outlook.com,3/7/2015,0_to_200,22,credits_paid_to_date,radio_tv,2847,500_to_1000,1_to_4,3,female,none,3,real_estate,19,none,own,2,skilled,2,yes,yes,Risk
77-3643202,Thomas,Nobles,68 Superior Alley,246-164-7288,231-240-5888,thomasnobles@google.com,9/11/2011,less_0,4,no_credits,car_used,250,100_to_500,less_1,1,female,none,2,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
77-4563002,Alfie,Franchioni,60 Sunfield Street,252-502-9798,303-352-2449,alfiefranchioni@hotmail.com,12/27/2013,no_checking,31,outstanding_credit,radio_tv,6156,500_to_1000,greater_7,4,male,co-applicant,3,unknown,20,none,free,2,skilled,1,yes,yes,Risk
77-6301639,Alfonse,Jahnke,0 Kensington Junction,273-518-5812,568-279-9501,alfonsejahnke@google.com,1/21/1982,greater_200,25,credits_paid_to_date,retraining,2933,100_to_500,1_to_4,4,male,none,2,savings_insurance,54,stores,rent,1,unskilled,1,none,yes,No Risk
77-7585942,Elspeth,Hallas,22 Raven Plaza,221-175-6738,335-408-8959,elspethhallas@hotmail.com,9/20/2005,less_0,16,credits_paid_to_date,repairs,1654,500_to_1000,1_to_4,3,female,none,3,car_other,35,bank,rent,1,unemployed,2,none,yes,No Risk
77-9782141,Vassily,Leedes,6 Schurz Parkway,492-423-6769,587-565-5950,vassilyleedes@google.com,10/6/2014,no_checking,31,outstanding_credit,repairs,6118,greater_1000,4_to_7,4,male,none,4,unknown,27,none,own,2,management_self-employed,1,yes,yes,Risk
78-1078702,Bee,Fronks,5 Darwin Crossing,536-295-5533,201-309-5312,beefronks@outlook.com,5/5/2013,no_checking,30,prior_payments_delayed,business,6048,100_to_500,1_to_4,4,male,none,4,car_other,32,none,own,2,management_self-employed,1,yes,yes,Risk
78-3413763,Debi,Bragge,460 Grasskamp Trail,771-593-7517,330-314-9716,debibragge@google.com,1/18/1992,less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,1,car_other,43,stores,own,1,skilled,1,none,yes,No Risk
78-3458902,Debbi,Coxwell,00 Pepper Wood Point,303-129-9526,846-986-1015,debbicoxwell@google.com,4/13/2009,less_0,15,prior_payments_delayed,radio_tv,1995,500_to_1000,1_to_4,3,female,co-applicant,3,savings_insurance,24,stores,rent,1,unskilled,1,none,yes,No Risk
78-3594700,Maryrose,Bickerstaff,53971 Merry Pass,815-148-7840,127-183-3344,maryrosebickerstaff@hotmail.com,9/16/1992,0_to_200,13,credits_paid_to_date,car_used,1842,100_to_500,unemployed,1,female,none,1,car_other,50,none,rent,1,skilled,1,none,yes,No Risk
78-4788063,Nolly,Kuhwald,649 Browning Drive,958-417-4161,870-333-7156,nollykuhwald@outlook.com,9/14/2004,0_to_200,17,credits_paid_to_date,retraining,4853,500_to_1000,4_to_7,4,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk
78-5095497,Krisha,Johnstone,64524 Delaware Trail,106-770-5562,620-236-6438,krishajohnstone@google.com,2/8/1996,less_0,16,credits_paid_to_date,car_new,1328,100_to_500,less_1,1,male,none,2,savings_insurance,42,stores,rent,1,skilled,1,none,yes,No Risk
78-5235068,Rudolf,Kilmaster,3 Annamark Plaza,227-834-8610,583-416-5217,rudolfkilmaster@google.com,11/2/2010,0_to_200,28,credits_paid_to_date,car_used,250,greater_1000,less_1,2,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
78-6398522,Stanford,Lynn,6 Sunfield Parkway,629-456-6414,724-173-8246,stanfordlynn@yahoo.com,7/6/2000,greater_200,19,credits_paid_to_date,repairs,402,less_100,less_1,2,female,none,3,real_estate,43,none,own,1,skilled,1,none,yes,No Risk
78-7477942,Whit,Izkovitz,907 Pearson Court,275-265-8267,615-825-3209,whitizkovitz@google.com,10/28/1995,less_0,9,all_credits_paid_back,car_new,977,less_100,less_1,1,female,none,2,savings_insurance,39,stores,own,1,skilled,1,yes,yes,Risk
79-1474002,Markus,Dabrowski,6 Briar Crest Way,117-955-7483,145-414-2634,markusdabrowski@google.com,3/25/2006,0_to_200,20,credits_paid_to_date,car_new,2903,less_100,1_to_4,2,female,none,3,real_estate,31,stores,own,1,skilled,1,none,yes,No Risk
79-3386495,Tammie,Shimony,689 Dorton Pass,818-556-3602,951-477-5495,tammieshimony@google.com,5/24/2001,no_checking,52,outstanding_credit,appliances,6519,greater_1000,4_to_7,3,male,co-applicant,4,car_other,32,none,own,2,skilled,1,yes,yes,Risk
79-3520581,Bartram,Micklewright,0 Blaine Avenue,376-771-8568,968-571-4144,bartrammicklewright@google.com,10/22/1994,less_0,10,all_credits_paid_back,car_new,2328,100_to_500,4_to_7,2,female,none,2,real_estate,46,stores,own,1,skilled,1,none,yes,No Risk
79-3970964,Lurette,Blasli,8 Dennis Place,861-323-7719,837-792-3939,luretteblasli@hotmail.com,8/12/2014,no_checking,42,outstanding_credit,repairs,5606,greater_1000,4_to_7,5,male,none,5,car_other,26,none,own,2,skilled,1,yes,yes,No Risk
79-4931734,Cilka,Threadkell,72 Kingsford Park,418-869-6904,115-480-2132,cilkathreadkell@outlook.com,3/15/2002,0_to_200,4,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,2,real_estate,40,none,rent,1,management_self-employed,1,none,yes,No Risk
79-5006386,Mason,Farfull,54 Talmadge Parkway,419-305-2583,473-942-0121,masonfarfull@yahoo.com,2/9/2003,no_checking,26,prior_payments_delayed,appliances,4984,500_to_1000,4_to_7,3,male,none,4,savings_insurance,35,none,free,2,management_self-employed,1,yes,yes,Risk
79-6004076,Lew,Van De Cappelle,25967 Nova Place,709-841-2877,917-898-4271,lewvan de cappelle@google.com,12/7/1985,no_checking,15,prior_payments_delayed,furniture,4274,100_to_500,greater_7,4,male,none,5,car_other,57,stores,own,2,unskilled,1,yes,no,Risk
79-7782850,Nissie,Yakov,532 Milwaukee Center,705-161-1843,501-820-3623,nissieyakov@google.com,5/18/2010,no_checking,25,prior_payments_delayed,radio_tv,4715,100_to_500,1_to_4,4,male,none,3,savings_insurance,30,none,own,1,management_self-employed,2,none,no,No Risk
79-8262926,Warde,Keniwell,6 Sauthoff Drive,813-819-4466,655-223-4887,wardekeniwell@google.com,12/12/1995,0_to_200,23,credits_paid_to_date,car_new,4323,less_100,1_to_4,3,female,none,3,real_estate,47,none,own,1,skilled,1,none,yes,No Risk
80-0344676,Eugenius,Casoni,72 Ridgeway Pass,398-831-4206,470-627-3206,eugeniuscasoni@google.com,1/13/2000,less_0,12,all_credits_paid_back,appliances,3796,100_to_500,4_to_7,3,female,none,2,car_other,38,bank,rent,2,unemployed,1,yes,yes,No Risk
80-1682939,Pooh,Ivanyukov,25211 Almo Avenue,427-182-7199,807-247-4895,poohivanyukov@yahoo.com,3/15/2011,greater_200,20,outstanding_credit,radio_tv,3917,100_to_500,1_to_4,4,female,none,2,savings_insurance,24,bank,rent,1,unskilled,1,yes,yes,Risk
80-2635651,Gilburt,Brunotti,1 Hudson Drive,211-800-1509,849-982-9988,gilburtbrunotti@google.com,1/24/1998,no_checking,22,credits_paid_to_date,radio_tv,1131,100_to_500,1_to_4,2,male,none,3,car_other,38,none,own,1,skilled,1,yes,yes,No Risk
80-3165342,Ozzie,DAmbrosio,0954 Superior Alley,938-184-8778,793-539-9950,ozziedambrosio@google.com,3/3/2003,no_checking,28,outstanding_credit,appliances,6227,500_to_1000,4_to_7,4,male,none,4,unknown,32,none,own,1,skilled,1,none,yes,Risk
80-3372739,Read,Gypson,869 Warrior Plaza,359-332-7173,874-224-1764,readgypson@yahoo.com,1/2/1995,0_to_200,7,prior_payments_delayed,vacation,1534,500_to_1000,1_to_4,1,male,none,1,real_estate,50,none,own,1,skilled,1,yes,yes,No Risk
80-5500186,Gawen,Oakey,668 Clyde Gallagher Lane,979-495-8495,550-532-7156,gawenoakey@google.com,11/9/2007,no_checking,20,outstanding_credit,furniture,6301,unknown,4_to_7,4,male,none,5,unknown,27,none,own,2,skilled,2,yes,no,Risk
80-6128411,Glenna,Cars,3 Prentice Pass,769-321-1730,418-629-8319,glennacars@outlook.com,2/25/1988,no_checking,26,prior_payments_delayed,radio_tv,4182,100_to_500,1_to_4,4,male,none,4,real_estate,56,none,own,2,management_self-employed,1,none,yes,No Risk
80-6153211,Darwin,DAlwis,937 Bunting Parkway,744-555-0858,884-680-5958,darwindalwis@google.com,9/19/2002,no_checking,37,prior_payments_delayed,appliances,7623,500_to_1000,4_to_7,4,male,co-applicant,4,savings_insurance,38,none,own,2,management_self-employed,1,none,yes,Risk
80-9272539,Sheff,Tartt,098 Doe Crossing Street,938-395-1645,331-164-9493,shefftartt@outlook.com,9/18/1999,less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,36,none,own,1,skilled,1,none,yes,No Risk
81-0604751,Ashton,Goford,6850 Susan Center,476-395-8061,958-822-9325,ashtongoford@google.com,1/26/1988,0_to_200,17,credits_paid_to_date,car_used,1842,less_100,less_1,3,female,none,2,savings_insurance,56,bank,rent,2,unemployed,1,yes,yes,No Risk
81-2757820,Nolana,Dubery,650 Waubesa Pass,578-332-9362,838-374-1093,nolanadubery@google.com,10/15/2013,less_0,7,no_credits,car_new,250,less_100,unemployed,2,female,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
81-2791101,Birgit,Hesey,50 Cascade Alley,347-843-5086,247-843-9577,birgithesey@google.com,9/23/2005,no_checking,8,credits_paid_to_date,furniture,6154,500_to_1000,less_1,3,male,none,3,savings_insurance,31,none,free,1,management_self-employed,2,yes,yes,No Risk
81-3228068,Melisandra,Isakowicz,6038 Karstens Parkway,839-172-5411,860-840-3234,melisandraisakowicz@yahoo.com,12/20/1993,0_to_200,30,prior_payments_delayed,appliances,2699,unknown,less_1,3,male,none,2,real_estate,44,none,own,1,skilled,1,none,yes,No Risk
